index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
1,Virginia,2018-19,Academy of Academic Excellence,,,Henrico,Henrico,16,-1,100,,,
2,Virginia,2018-19,Academy of Christian Education,,,Fairfax,Fairfax,27,-1,100,,,
3,Virginia,2018-19,All Saints Catholic School,,,Richmond City,Richmond,24,-1,100,,,
4,Virginia,2018-19,Alternative Paths Training School,,,Fairfax,Fairfax,,-1,100,,,
5,Virginia,2018-19,Amherst Elementary,,,Amherst,Central Virginia,53,-1,100,,,
6,Virginia,2018-19,Antietam Elementary,,,Prince William,Prince William,91,-1,100,,,
7,Virginia,2018-19,Apple Pie Ridge Elementary,,,Frederick,Lord Fairfax,74,-1,100,,,
8,Virginia,2018-19,Appomattox Christian Academy,,,Appomattox,Central Virginia,,-1,100,,,
9,Virginia,2018-19,Appomattox Primary,,,Appomattox,Central Virginia,164,-1,100,,,
10,Virginia,2018-19,Atkins Elementary,,,Smyth,Mount Rogers,20,-1,100,,,
11,Virginia,2018-19,Auburn Elementary,,,Montgomery,New River,89,-1,100,,,
12,Virginia,2018-19,Aylett Country Day School,,,Essex,Three Rivers,19,-1,100,,,
13,Virginia,2018-19,Back Creek Elementary,,,Roanoke,Alleghany,55,-1,100,,,
14,Virginia,2018-19,Banner Christian School,,,Chesterfield,Chesterfield,,-1,100,,,
15,Virginia,2018-19,Barefoot Kids Christian Day School,,,Virginia Beach City,Virginia Beach,,-1,100,,,
16,Virginia,2018-19,Basis Independent Mclean,,,Fairfax,Fairfax,37,-1,100,,,
17,Virginia,2018-19,BeanTree Lrning-Fairfax,,,Fairfax,Fairfax,11,-1,100,,,
18,Virginia,2018-19,BeanTree Lrning-Pavillion,,,Loudoun,Loudoun,16,-1,100,,,
19,Virginia,2018-19,Bellevue Model Elementary,,,Richmond City,Richmond,36,-1,100,,,
20,Virginia,2018-19,Bethel Baptist Academy,,,Mecklenburg,Southside,,-1,100,,,
21,Virginia,2018-19,Bethel Christian School,,,Hampton City,Hampton,13,-1,100,,,
22,Virginia,2018-19,Blacksburg New School,,,Montgomery,New River,14,-1,100,,,
23,Virginia,2018-19,Blessed Sacrament,,,Alexandria City,Alexandria,28,-1,100,,,
24,Virginia,2018-19,Blue Ridge Autism and Achievement Center,,,Roanoke,Alleghany,,-1,100,,,
25,Virginia,2018-19,Blue Ridge Elementary,,,Patrick,West Piedmont,29,-1,100,,,
26,Virginia,2018-19,Blue Ridge Montessori School,,,Lynchburg City,Central Virginia,12,-1,100,,,
27,Virginia,2018-19,Booker Elementary,,,Hampton City,Hampton,61,-1,100,,,
28,Virginia,2018-19,Bridges and Blossoms Preschool,,,Montgomery,New River,,-1,100,,,
29,Virginia,2018-19,Broadwater Academy,,,Northampton,Eastern Shore,17,-1,100,,,
30,Virginia,2018-19,Brosville Elementary,,,Pittsylvania,Pittsylvania/Danville,42,-1,100,,,
31,Virginia,2018-19,Browne Academy,,,Fairfax,Fairfax,22,-1,100,,,
32,Virginia,2018-19,Brunswick Academy,,,Brunswick,Southside,13,-1,100,,,
33,Virginia,2018-19,Bundle of Joy,,,Hanover,Chickahominy,11,-1,100,,,
34,Virginia,2018-19,Burlington Elementary,,,Roanoke,Alleghany,61,-1,100,,,
35,Virginia,2018-19,Burnt Chimney Elementary,,,Franklin,West Piedmont,39,-1,100,,,
36,Virginia,2018-19,Byrd Elementary,,,Goochland,Chickahominy,40,-1,100,,,
37,Virginia,2018-19,C. A. Sinclair Elementary,,,Prince William,Prince William,131,-1,100,,,
38,Virginia,2018-19,C. F. Richards Christian School,,,Staunton City,Central Shenandoah,,-1,100,,,
39,Virginia,2018-19,Callaghan Elem,,,Alleghany,Alleghany,28,-1,100,,,
40,Virginia,2018-19,Calvary Classical School,,,Hampton City,Hampton,,-1,100,,,
41,Virginia,2018-19,Camelot Elementary,,,Chesapeake City,Chesapeake,61,-1,100,,,
42,Virginia,2018-19,Camelot Elementary,,,Fairfax,Fairfax,87,-1,100,,,
43,Virginia,2018-19,Camp Allen Elementary,,,Norfolk City,Norfolk,58,-1,100,,,
44,Virginia,2018-19,Canterbury Woods Elementary,,,Fairfax,Fairfax,63,-1,100,,,
45,Virginia,2018-19,Cape Charles Christian School,,,Northampton,Eastern Shore,,-1,100,,,
46,Virginia,2018-19,Capron Elementary,,,Southampton,Western Tidewater,29,-1,100,,,
47,Virginia,2018-19,Cardinal Montessori School,,,Prince William,Prince William,19,-1,100,,,
48,Virginia,2018-19,Carlisle School,,,Martinsville City,West Piedmont,22,-1,100,,,
49,Virginia,2018-19,Carrsville Elementary,,,Isle Of Wight,Western Tidewater,43,-1,100,,,
50,Virginia,2018-19,Cathedral of Faith Christian,,,Chesapeake City,Chesapeake,,-1,100,,,
51,Virginia,2018-19,Charlottesville Catholic School,,,Albemarle,Thomas Jefferson,30,-1,100,,,
52,Virginia,2018-19,Chesapeake Academy,,,Lancaster,Three Rivers,12,-1,100,,,
53,Virginia,2018-19,Chesterbrook Academy - Vienna,,,Fairfax,Fairfax,,-1,100,,,
54,Virginia,2018-19,Chincoteague Elementary,,,Accomack,Eastern Shore,35,-1,100,,,
55,Virginia,2018-19,Christian Heritage Academy,,,Franklin,West Piedmont,16,-1,100,,,
56,Virginia,2018-19,Christopher Academy,,,Portsmouth City,Portsmouth,22,-1,100,,,
57,Virginia,2018-19,Clintwood Elementary.,,,Dickenson,Cumberland Plateau,77,-1,100,,,
58,Virginia,2018-19,Congressional School of VA,,,Fairfax,Fairfax,24,-1,100,,,
59,Virginia,2018-19,Cornerstone Christian Academy,,,Appomattox,Central Virginia,,-1,100,,,
60,Virginia,2018-19,Cornerstone Christian School,,,Chesapeake City,Chesapeake,,-1,100,,,
61,Virginia,2018-19,Corpus Christi School,,,Fairfax,Fairfax,24,-1,100,,,
62,Virginia,2018-19,Council Elementary,,,Buchanan,Cumberland Plateau,12,-1,100,,,
63,Virginia,2018-19,Crossroads Child Development Center,,,Fairfax,Fairfax,,-1,100,,,
64,Virginia,2018-19,Cub Run Elementary,,,Fairfax,Fairfax,84,-1,100,,,
65,Virginia,2018-19,Dare Elementary,,,York,Peninsula,60,-1,100,,,
66,Virginia,2018-19,David A. Kaechele Elementary,,,Henrico,Henrico,66,-1,100,,,
67,Virginia,2018-19,Discovery School of Virginia for Girls,,,Buckingham,Piedmont,18,-1,100,,,
68,Virginia,2018-19,"Discovery School of Virginia, Inc.",,,Buckingham,Piedmont,23,-1,100,,,
69,Virginia,2018-19,Dominion Christian School,,,Fairfax,Fairfax,,-1,100,,,
70,Virginia,2018-19,Dublin Elementary,,,Pulaski,New River,73,-1,100,,,
71,Virginia,2018-19,East Salem Elementary,,,Salem City,Alleghany,65,-1,100,,,
72,Virginia,2018-19,Eastern Comb School,,,Giles,New River,49,-1,100,,,
73,Virginia,2018-19,Echo Lake Elementary,,,Henrico,Henrico,81,-1,100,,,
74,Virginia,2018-19,Emmanuel Christian School,,,Prince William,Prince William,12,-1,100,,,
75,Virginia,2018-19,Engleside Christian School,,,Fairfax,Alexandria,11,-1,100,,,
76,Virginia,2018-19,Epiphany Catholic School,,,Culpeper,Rappahannock/Rapidan,11,-1,100,,,
77,Virginia,2018-19,Ervinton Elementary,,,Dickenson,Cumberland Plateau,15,-1,100,,,
78,Virginia,2018-19,F. W. Kling Jr. Elementary,,,Buena Vista City,Central Shenandoah,73,-1,100,,,
79,Virginia,2018-19,Fairfax Baptist Temple Academy,,,Fairfax,Fairfax,25,-1,100,,,
80,Virginia,2018-19,Fairfax Christian School,,,Fairfax,Fairfax,,-1,100,,,
81,Virginia,2018-19,Fairfield Elementary,,,Rockbridge,Central Shenandoah,46,-1,100,,,
82,Virginia,2018-19,Faith Christian Academy,,,Pittsylvania,Pittsylvania/Danville,,-1,100,,,
83,Virginia,2018-19,Falls Church Montessori,,,Fairfax,Fairfax,,-1,100,,,
84,Virginia,2018-19,Fancy Gap Elementary,,,Carroll,Mount Rogers,22,-1,100,,,
85,Virginia,2018-19,Ferrum Elementary,,,Franklin,West Piedmont,32,-1,100,,,
86,Virginia,2018-19,Flint Hill School,,,Fairfax,Fairfax,22,-1,100,,,
87,Virginia,2018-19,Forest Hills Elementary,,,Danville City,Pittsylvania/Danville,43,-1,100,,,
88,Virginia,2018-19,Francis Scott Key Elementary,,,Arlington,Arlington,120,-1,100,,,
89,Virginia,2018-19,Fredericksburg Academy,,,Spotsylvania,Rappahannock,31,-1,100,,,
90,Virginia,2018-19,Fries School,,,Grayson,Mount Rogers,36,-1,100,,,
91,Virginia,2018-19,Fulks Run Elementary,,,Rockingham,Central Shenandoah,21,-1,100,,,
92,Virginia,2018-19,Fuqua School,,,Prince Edward,Piedmont,14,-1,100,,,
93,Virginia,2018-19,Garden City Elementary,,,Roanoke City,Roanoke,51,-1,100,,,
94,Virginia,2018-19,"Gateway Christian Academy		",,,Virginia Beach City,Virginia Beach,19,-1,100,,,
95,Virginia,2018-19,George Mason Elementary,,,Alexandria City,Alexandria,80,-1,100,,,
96,Virginia,2018-19,Ghent Elementary,,,Norfolk City,Norfolk,63,-1,100,,,
97,Virginia,2018-19,Gill Grove Baptist School,,,Chesterfield,Chesterfield,,-1,100,,,
98,Virginia,2018-19,Glade Hill Elementary,,,Franklin,West Piedmont,25,-1,100,,,
99,Virginia,2018-19,Gladesboro Elementary,,,Carroll,Mount Rogers,14,-1,100,,,
100,Virginia,2018-19,Glebe Elementary,,,Arlington,Arlington,91,-1,100,,,
101,Virginia,2018-19,Glen Allen Elementary,,,Henrico,Henrico,94,-1,100,,,
102,Virginia,2018-19,Gordon Barbour Elementary,,,Orange,Rappahannock/Rapidan,61,-1,100,,,
103,Virginia,2018-19,Grace Christian Academy,,,Fairfax,Fairfax,,-1,100,,,
104,Virginia,2018-19,Grace Christian School,,,Staunton City,Central Shenandoah,13,-1,100,,,
105,Virginia,2018-19,Grace Episcopal School,,,Alexandria City,Alexandria,14,-1,100,,,
106,Virginia,2018-19,Grafton Bethel Elementary,,,York,Peninsula,90,-1,100,,,
107,Virginia,2018-19,Granite Christian Academy,,,Wythe,Mount Rogers,,-1,100,,,
108,Virginia,2018-19,Grayson Highlands,,,Grayson,Mount Rogers,18,-1,100,,,
109,Virginia,2018-19,Green Hedges School,,,Fairfax,Fairfax,,-1,100,,,
110,Virginia,2018-19,Green Valley Elementary,,,Roanoke,Alleghany,73,-1,100,,,
111,Virginia,2018-19,Greenfield Elem,,,Botetourt,Alleghany,55,-1,100,,,
112,Virginia,2018-19,Gretna Elementary,,,Pittsylvania,Pittsylvania/Danville,65,-1,100,,,
113,Virginia,2018-19,Grymes Memorial School,,,Orange,Rappahannock/Rapidan,17,-1,100,,,
114,Virginia,2018-19,Ha'penny Montessori School,,,Loudoun,Loudoun,,-1,100,,,
115,Virginia,2018-19,Hampton Roads Academy,,,Newport News City,Peninsula,35,-1,100,,,
116,Virginia,2018-19,Hanover Academy,,,Hanover,Chickahominy,,-1,100,,,
117,Virginia,2018-19,Harold Macon Ratcliffe Elementary,,,Henrico,Henrico,47,-1,100,,,
118,Virginia,2018-19,Hebrew Academy of Tidewater,,,Virginia Beach City,Virginia Beach,18,-1,100,,,
119,Virginia,2018-19,Heritage Academy,,,Pittsylvania,Pittsylvania/Danville,,-1,100,,,
120,Virginia,2018-19,Herman L. Horn Elementary,,,Roanoke,Alleghany,86,-1,100,,,
121,Virginia,2018-19,"Hickory Ridge Academy		",,,Chesapeake City,Chesapeake,,-1,100,,,
122,Virginia,2018-19,Highland School,,,Fauquier,Rappahannock/Rapidan,17,-1,100,,,
123,Virginia,2018-19,Hillside Elem,,,Loudoun,Loudoun,106,-1,100,,,
124,Virginia,2018-19,Hilton Elementary,,,Scott,Lenowisco,16,-1,100,,,
125,Virginia,2018-19,Hoffman-Boston Elementary,,,Arlington,Arlington,74,-1,100,,,
126,Virginia,2018-19,Holy Cross Regional School,,,Lynchburg City,Central Virginia,,-1,100,,,
127,Virginia,2018-19,Holy Family Catholic School,,,Prince William,Prince William,27,-1,100,,,
128,Virginia,2018-19,Honaker Elementary,,,Russell,Cumberland Plateau,71,-1,100,,,
129,Virginia,2018-19,"Hope Montessori School, Ltd.",,,Fairfax,Fairfax,,-1,100,,,
130,Virginia,2018-19,Horizon Elem,,,Loudoun,Loudoun,91,-1,100,,,
131,Virginia,2018-19,Hunter Classical Christian School,,,Goochland,Chickahominy,,-1,100,,,
132,Virginia,2018-19,Immanuel Lutheran School,,,Alexandria City,Alexandria,22,-1,100,,,
133,Virginia,2018-19,Independence Elementary,,,Grayson,Mount Rogers,51,-1,100,,,
134,Virginia,2018-19,Indian Valley Elementary,,,Floyd,New River,13,-1,100,,,
135,Virginia,2018-19,Isle of Wight Academy,,,Isle Of Wight,Western Tidewater,35,-1,100,,,
136,Virginia,2018-19,Ivy League Academy,,,Virginia Beach City,Virginia Beach,,-1,100,,,
137,Virginia,2018-19,James K. Polk Elementary,,,Alexandria City,Alexandria,134,-1,100,,,
138,Virginia,2018-19,James River Day School,,,Lynchburg City,Central Virginia,24,-1,100,,,
139,Virginia,2018-19,Jefferson Christian Academy,,,Giles,New River,,-1,100,,,
140,Virginia,2018-19,John Tyler Elementary,,,Hampton City,Hampton,77,-1,100,,,
141,Virginia,2018-19,"John W. Tolbert, Jr. Elementary",,,Loudoun,Loudoun,101,-1,100,,,
142,Virginia,2018-19,Keister Elementary,,,Harrisonburg City,Central Shenandoah,70,-1,100,,,
143,Virginia,2018-19,Kempsville Elementary,,,Virginia Beach City,Virginia Beach,69,-1,100,,,
144,Virginia,2018-19,Kenbridge Elementary,,,Lunenburg,Piedmont,51,-1,100,,,
145,Virginia,2018-19,Kenston Forest School,,,Nottoway,Piedmont,21,-1,100,,,
146,Virginia,2018-19,Kings Christian Academy,,,Wise,Lenowisco,,-1,100,,,
147,Virginia,2018-19,Kipps Elementary,,,Montgomery,New River,54,-1,100,,,
148,Virginia,2018-19,Lacrosse Elementary,,,Mecklenburg,Southside,69,-1,100,,,
149,Virginia,2018-19,Lakeside Elementary,,,Henrico,Henrico,72,-1,100,,,
150,Virginia,2018-19,Laurel Meadow Elem,,,Hanover,Chickahominy,67,-1,100,,,
151,Virginia,2018-19,Laurel Regional Program,,,Lynchburg City,Central Virginia,,-1,100,,,
152,Virginia,2018-19,LeafSpring at Virginia Beach,,,Virginia Beach City,Virginia Beach,38,-1,100,,,
153,Virginia,2018-19,LeafSpring School at Three Chopt,,,Henrico,Henrico,12,-1,100,,,
154,Virginia,2018-19,LeafSpring School at Wyndham,,,Henrico,Henrico,,-1,100,,,
155,Virginia,2018-19,"Leesburg Open Arms		",,,Loudoun,Loudoun,,-1,100,,,
156,Virginia,2018-19,LePort Montessori Fairfax,,,Fairfax,Fairfax,11,-1,100,,,
157,Virginia,2018-19,LePort Montessori Reston,,,Fairfax,Fairfax,15,-1,100,,,
158,Virginia,2018-19,LePort Montessori School Aldie,,,Loudoun,Loudoun,19,-1,100,,,
159,Virginia,2018-19,Life Christian Academy,,,Colonial Heights City,Chesterfield,15,-1,100,,,
160,Virginia,2018-19,Lincoln Elementary,,,Loudoun,Loudoun,,-1,100,,,
161,Virginia,2018-19,Linton Hall,,,Prince William,Prince William,23,-1,100,,,
162,Virginia,2018-19,Loudoun Country Day School,,,Loudoun,Loudoun,18,-1,100,,,
163,Virginia,2018-19,Mack Benn Jr Elem,,,Suffolk City,Western Tidewater,84,-1,100,,,
164,Virginia,2018-19,Manassas Adventist Preparatory School,,,Prince William,Prince William,,-1,100,,,
165,Virginia,2018-19,Maury Elementary,,,Alexandria City,Alexandria,59,-1,100,,,
166,Virginia,2018-19,McGaheysville Elementary,,,Rockingham,Central Shenandoah,37,-1,100,,,
167,Virginia,2018-19,Mckinley Elementary,,,Arlington,Arlington,144,-1,100,,,
168,Virginia,2018-19,Meadowview Elementary School,,,Washington,Mount Rogers,80,-1,100,,,
169,Virginia,2018-19,Meherrin Elementary,,,Southampton,Western Tidewater,45,-1,100,,,
170,Virginia,2018-19,Meherrin Regional Christian Academy,,,Greensville,Crater,,-1,100,,,
171,Virginia,2018-19,Merit of Prince William,,,Prince William,Prince William,20,-1,100,,,
172,Virginia,2018-19,Merritt Academy,,,Fairfax,Fairfax,35,-1,100,,,
173,Virginia,2018-19,Millwood School,,,Chesterfield,Chesterfield,,-1,100,,,
174,Virginia,2018-19,Mineral Christian School,,,Louisa,Thomas Jefferson,,-1,100,,,
175,Virginia,2018-19,Minnieland at Belmont,,,Loudoun,Loudoun,11,-1,100,,,
176,Virginia,2018-19,Monarch Christian Montessori,,,Fairfax,Fairfax,,-1,100,,,
177,Virginia,2018-19,Montessori Academy at Belmont Greene,,,Loudoun,Loudoun,17,-1,100,,,
178,Virginia,2018-19,Montessori Childrenâ€™s House of Loudoun,,,Loudoun,Loudoun,20,-1,100,,,
179,Virginia,2018-19,Montessori of Chantilly-Casa dei Bambini,,,Loudoun,Loudoun,,-1,100,,,
180,Virginia,2018-19,Montessori School of Alexandria,,,Fairfax,Fairfax,20,-1,100,,,
181,Virginia,2018-19,Montessori School of Holmes Run (Childrenâ€™s House),,,Fairfax,Fairfax,,-1,100,,,
182,Virginia,2018-19,Mount Daniel School,,,Falls Church City,Fairfax,166,-1,100,,,
183,Virginia,2018-19,Mount Pleasant Christian Academy,,,Fairfax,Fairfax,,-1,100,,,
184,Virginia,2018-19,Mountain Mission School,,,Buchanan,Cumberland Plateau,,-1,100,,,
185,Virginia,2018-19,Mountain View Christian Academy,,,Frederick,Lord Fairfax,,-1,100,,,
186,Virginia,2018-19,Mountain View Elem,,,Rockbridge,Central Shenandoah,22,-1,100,,,
187,Virginia,2018-19,Mountain View Elementary,,,Prince William,Prince William,63,-1,100,,,
188,Virginia,2018-19,Mt Pleasant Christian School,,,Chesapeake City,Chesapeake,23,-1,100,,,
189,Virginia,2018-19,Mt. Airy Elementary,,,Pittsylvania,Pittsylvania/Danville,20,-1,100,,,
190,Virginia,2018-19,Narrows Comb.,,,Giles,New River,69,-1,100,,,
191,Virginia,2018-19,Nativity School,,,Fairfax,Fairfax,28,-1,100,,,
192,Virginia,2018-19,New Vista Montessori School,,,Roanoke City,Roanoke,,-1,100,,,
193,Virginia,2018-19,Newsome Park Elementary,,,Newport News City,Peninsula,,-1,100,,,
194,Virginia,2018-19,Nickelsville Elementary,,,Scott,Lenowisco,28,-1,100,,,
195,Virginia,2018-19,North Cross Sxhool,,,Roanoke,Alleghany,23,-1,100,,,
196,Virginia,2018-19,Northwestern Regional Educ Programs/FCPS,,,Frederick,Lord Fairfax,,-1,100,,,
197,Virginia,2018-19,Norton Elementary,,,Norton City,Lenowisco,67,-1,100,,,
198,Virginia,2018-19,Occohannock Elementary,,,Northampton,Eastern Shore,48,-1,100,,,
199,Virginia,2018-19,Old Bridge Elementary,,,Prince William,Prince William,118,-1,100,,,
200,Virginia,2018-19,Open Arms Christian Child Dev Center,,,Loudoun,Loudoun,,-1,100,,,
201,Virginia,2018-19,Ottobine Elementary,,,Rockingham,Central Shenandoah,19,-1,100,,,
202,Virginia,2018-19,Our Lady of Good Counsel,,,Fairfax,Fairfax,53,-1,100,,,
203,Virginia,2018-19,Our Lady of Lourdes,,,Henrico,Henrico,22,-1,100,,,
204,Virginia,2018-19,Our Lady of Mt. Carmel,,,Newport News City,Peninsula,21,-1,100,,,
205,Virginia,2018-19,Our Savior Lutheran School,,,Arlington,Arlington,13,-1,100,,,
206,Virginia,2018-19,Parkway Christian Academy,,,Roanoke City,Roanoke,,-1,100,,,
207,Virginia,2018-19,Peak View Elementary School,,,Rockingham,Central Shenandoah,76,-1,100,,,
208,Virginia,2018-19,Pearson's Corner Elementary,,,Hanover,Chickahominy,90,-1,100,,,
209,Virginia,2018-19,Pinecrest School,,,Fairfax,Fairfax,,-1,100,,,
210,Virginia,2018-19,Pole Green Elem,,,Hanover,Chickahominy,86,-1,100,,,
211,Virginia,2018-19,Portsmouth Catholic Regional School,,,Portsmouth City,Portsmouth,13,-1,100,,,
212,Virginia,2018-19,Potomac View Elementary,,,Prince William,Prince William,95,-1,100,,,
213,Virginia,2018-19,Powell Valley Christian School,,,Lee,Lenowisco,,-1,100,,,
214,Virginia,2018-19,Primrose at Ironbridge Corner Day,,,Chesterfield,Chesterfield,,-1,100,,,
215,Virginia,2018-19,Primrose School at Cahoon Commons,,,Chesapeake City,Chesapeake,14,-1,100,,,
216,Virginia,2018-19,Primrose School at Moorefield Station,,,Loudoun,Loudoun,15,-1,100,,,
217,Virginia,2018-19,Primrose School of Ashburn,,,Loudoun,Loudoun,,-1,100,,,
218,Virginia,2018-19,Primrose School of Midlothian at Waterford,,,Chesterfield,Chesterfield,14,-1,100,,,
219,Virginia,2018-19,Primrose School of Midlothian Village,,,Chesterfield,Chesterfield,15,-1,100,,,
220,Virginia,2018-19,Primrose School of South Riding,,,Loudoun,Loudoun,,-1,100,,,
221,Virginia,2018-19,Primrose School of Swift Creek,,,Chesterfield,Chesterfield,15,-1,100,,,
222,Virginia,2018-19,Primrose School of Twin Hickory,,,Henrico,Henrico,,-1,100,,,
223,Virginia,2018-19,Primrose School of Virginia Beach South,,,Virginia Beach City,Virginia Beach,19,-1,100,,,
224,Virginia,2018-19,Primrose School of Westerre Commons,,,Henrico,Henrico,12,-1,100,,,
225,Virginia,2018-19,Prince of Peace Lutheran,,,Fairfax,Fairfax,19,-1,100,,,
226,Virginia,2018-19,Providence Christian Academy,,,Fauquier,Rappahannock/Rapidan,,-1,100,,,
227,Virginia,2018-19,Providence Classical School,,,James City,Peninsula,13,-1,100,,,
228,Virginia,2018-19,Providence Elementary,,,Virginia Beach City,Virginia Beach,73,-1,100,,,
229,Virginia,2018-19,Pulaski Elementary,,,Pulaski,New River,92,-1,100,,,
230,Virginia,2018-19,Queen of Apostles School,,,Fairfax,Fairfax,15,-1,100,,,
231,Virginia,2018-19,Rappahannock Elementary,,,Rappahannock,Rappahannock/Rapidan,46,-1,100,,,
232,Virginia,2018-19,Red Oak / Sturgeon Elementary,,,Brunswick,Southside,30,-1,100,,,
233,Virginia,2018-19,Reston Montessori School,,,Fairfax,Fairfax,26,-1,100,,,
234,Virginia,2018-19,Rich Valley Elem,,,Smyth,Mount Rogers,22,-1,100,,,
235,Virginia,2018-19,Richmond Christian School,,,Chesterfield,Chesterfield,13,-1,100,,,
236,Virginia,2018-19,Richmond Montessori School,,,Henrico,Henrico,37,-1,100,,,
237,Virginia,2018-19,Ridgeview Christian School,,,Augusta,Central Shenandoah,,-1,100,,,
238,Virginia,2018-19,Riverdale Elem,,,Southampton,Western Tidewater,98,-1,100,,,
239,Virginia,2018-19,Rivermont Autism Program,,,Lynchburg City,Central Virginia,,-1,100,,,
240,Virginia,2018-19,Rivermont School - Chase City,,,Mecklenburg,Southside,,-1,100,,,
241,Virginia,2018-19,Rivermont School - NOVA,,,Fairfax,Fairfax,,-1,100,,,
242,Virginia,2018-19,Rivermont School - Rockbridge,,,Rockbridge,Central Shenandoah,,-1,100,,,
243,Virginia,2018-19,Riverside School,,,Chesterfield,Chesterfield,,-1,100,,,
244,Virginia,2018-19,Roanoke Adventist Preparatory School,,,Roanoke,Roanoke,,-1,100,,,
245,Virginia,2018-19,Rockbridge Christian Academy,,,Rockbridge,Central Shenandoah,,-1,100,,,
246,Virginia,2018-19,Rocky Mount Elementary,,,Franklin,West Piedmont,49,-1,100,,,
247,Virginia,2018-19,Saint James Episcopal School,,,Fauquier,Rappahannock/Rapidan,13,-1,100,,,
248,Virginia,2018-19,Saltville Elementary,,,Smyth,Mount Rogers,32,-1,100,,,
249,Virginia,2018-19,Sandlick Elementary,,,Dickenson,Cumberland Plateau,71,-1,100,,,
250,Virginia,2018-19,Sandston Elementary,,,Henrico,Henrico,27,-1,100,,,
251,Virginia,2018-19,Sarah Dooley Center for Autism,,,Henrico,Henrico,,-1,100,,,
252,Virginia,2018-19,Scottsburg Elementary,,,Halifax,Southside,40,-1,100,,,
253,Virginia,2018-19,Scottsville Elementary,,,Albemarle,Thomas Jefferson,38,-1,100,,,
254,Virginia,2018-19,SECEP Chesapeake Center,,,Chesapeake City,Chesapeake,,-1,100,,,
255,Virginia,2018-19,Shady Grove Elementary,,,Henrico,Henrico,86,-1,100,,,
256,Virginia,2018-19,Sharon Elem,,,Alleghany,Alleghany,23,-1,100,,,
257,Virginia,2018-19,"Sharon's Centre for the Education of Young Children, LLC",,,Frederick,Lord Fairfax,,-1,100,,,
258,Virginia,2018-19,Simonsdale Elementary,,,Portsmouth City,Portsmouth,89,-1,100,,,
259,Virginia,2018-19,Snowville Elementary,,,Pulaski,New River,23,-1,100,,,
260,Virginia,2018-19,Southampton Academy,,,Southampton,Western Tidewater,33,-1,100,,,
261,Virginia,2018-19,Southside Elementary,,,Pittsylvania,Pittsylvania/Danville,80,-1,100,,,
262,Virginia,2018-19,St. Agnes School,,,Arlington,Arlington,44,-1,100,,,
263,Virginia,2018-19,St. Ambrose School,,,Fairfax,Fairfax,15,-1,100,,,
264,Virginia,2018-19,St. Andrew the Apostle School,,,Fairfax,Fairfax,22,-1,100,,,
265,Virginia,2018-19,St. Anne Catholic School,,,Bristol City,Mount Rogers,15,-1,100,,,
266,Virginia,2018-19,St. Anneâ€™s-Belfield School,,,Charlottesville City,Thomas Jefferson,28,-1,100,,,
267,Virginia,2018-19,St. Bernadette School,,,Fairfax,Fairfax,34,-1,100,,,
268,Virginia,2018-19,St. Bridgetâ€™s School,,,Richmond City,Richmond,45,-1,100,,,
269,Virginia,2018-19,St. Charles Elementary,,,Lee,Lenowisco,30,-1,100,,,
270,Virginia,2018-19,St. Christopherâ€™s School,,,Richmond City,Richmond,42,-1,100,,,
271,Virginia,2018-19,St. Edward/Epiphany School,,,Chesterfield,Chesterfield,52,-1,100,,,
272,Virginia,2018-19,St. Helena Elementary,,,Norfolk City,Norfolk,47,-1,100,,,
273,Virginia,2018-19,St. John Neumann Academy,,,Montgomery,New River,12,-1,100,,,
274,Virginia,2018-19,St. Joseph Catholic School,,,Petersburg City,Crater,12,-1,100,,,
275,Virginia,2018-19,St. Leo the Great School,,,Fairfax,Fairfax,33,-1,100,,,
276,Virginia,2018-19,St. Luke School,,,Fairfax,Fairfax,17,-1,100,,,
277,Virginia,2018-19,St. Mark School,,,Fairfax,Fairfax,33,-1,100,,,
278,Virginia,2018-19,St. Maryâ€™s Catholic School,,,Henrico,Henrico,26,-1,100,,,
279,Virginia,2018-19,St. Michael's Episcopal - Singleton Campus,,,Richmond City,Richmond,38,-1,100,,,
280,Virginia,2018-19,St. Michael's School,,,Fairfax,Fairfax,24,-1,100,,,
281,Virginia,2018-19,St. Patrick Catholic School,,,Norfolk City,Norfolk,39,-1,100,,,
282,Virginia,2018-19,St. Pius X,,,Norfolk City,Norfolk,26,-1,100,,,
283,Virginia,2018-19,St. Stephenâ€™s & St. Agnes School,,,Alexandria City,Alexandria,51,-1,100,,,
284,Virginia,2018-19,St. Theresa School,,,Loudoun,Loudoun,45,-1,100,,,
285,Virginia,2018-19,St. Thomas More Cathedral School,,,Arlington,Arlington,42,-1,100,,,
286,Virginia,2018-19,Stanley Seventh-day Adventist,,,Page,Lord Fairfax,,-1,100,,,
